#Data Set Export - Water Elevation (AHD).Field Visits@RN016684,,
Latest telemetry data is sourced directly from logging devices and is unverified. No guarantee is made as to the accuracy or reliability of the data until it is approved. Use with caution.,,
Timestamp (UTC+09:30),Event Timestamp (UTC+09:30),Value (m)
1996-09-27 00:00:00,,554.83
1996-10-24 00:00:00,,554.76
1996-11-27 00:00:00,,554.84
1996-12-20 00:00:00,,554.79
1997-03-11 00:00:00,,554.78
1997-04-18 00:00:00,,554.73
1997-05-15 00:00:00,,554.81
1997-06-13 00:00:00,,554.79
1997-10-07 00:00:00,,554.78
1997-11-17 00:00:00,,554.81
1998-03-03 00:00:00,,554.8
1998-06-10 00:00:00,,554.77
1998-09-15 00:00:00,,554.79
1998-12-14 00:00:00,,554.8199999999999
1999-03-03 00:00:00,,554.85
1999-08-13 00:00:00,,554.71
1999-11-09 00:00:00,,554.77
2000-09-02 00:00:00,,554.77
2000-11-23 00:00:00,,554.86
2001-02-22 00:00:00,,554.77
2003-05-16 00:00:00,,554.81
2004-01-19 00:00:00,,554.83
2005-05-16 13:00:00,,554.81
2008-08-18 11:59:00,,554.74
2009-05-11 16:00:00,,555.01
2009-10-26 11:35:00,,554.84
2010-06-07 13:12:00,,554.79
2010-11-29 12:44:00,,554.85
2011-07-25 14:03:00,,554.8199999999999
2012-06-18 16:36:00,,554.77
2013-03-11 14:17:00,,554.86
2014-09-09 14:11:00,,554.86
2019-11-25 13:06:00,,554.85
2022-08-17 17:05:00,,554.76
2023-06-21 15:47:00,,554.79
2023-10-26 11:38:00,,554.77
2024-08-29 12:08:00,,554.78
2024-12-06 11:15:00,,554.81
