#Data Set Export - Depth Below Ground.Field Visits@RN013931,,
Latest telemetry data is sourced directly from logging devices and is unverified. No guarantee is made as to the accuracy or reliability of the data until it is approved. Use with caution.,,
Timestamp (UTC+09:30),Event Timestamp (UTC+09:30),Value (m)
1984-08-02 00:00:00,,-14.99
1984-10-18 00:00:00,,-15.05
1984-11-05 00:00:00,,-15.03
1985-01-17 00:00:00,,-15.02
1985-02-26 00:00:00,,-15.02
1985-04-18 00:00:00,,-15.09
1985-07-30 00:00:00,,-15.1
1985-09-18 00:00:00,,-15.05
1985-10-23 00:00:00,,-15.08
1985-12-11 00:00:00,,-15.06
1986-01-29 00:00:00,,-15.09
1986-05-20 00:00:00,,-15.13
1986-07-02 00:00:00,,-15.1
1986-08-20 00:00:00,,-15.16
1986-09-24 00:00:00,,-15.11
1986-10-29 00:00:00,,-15.13
1986-12-17 00:00:00,,-15.12
1987-02-04 00:00:00,,-15.11
1987-03-25 00:00:00,,-15.18
1987-04-30 00:00:00,,-15.23
1987-07-09 00:00:00,,-15.24
1987-08-20 00:00:00,,-15.24
1987-09-25 00:00:00,,-15.25
1988-05-18 00:00:00,,-15.23
1988-11-23 00:00:00,,-15.26
1989-05-23 00:00:00,,-15.36
1989-11-14 00:00:00,,-15.29
1990-06-06 00:00:00,,-15.49
1990-11-27 00:00:00,,-15.45
1991-03-13 00:00:00,,-15.56
1991-06-05 00:00:00,,-15.55
1991-11-27 00:00:00,,-15.6
1992-06-03 00:00:00,,-15.67
1992-12-08 00:00:00,,-15.66
1993-06-23 00:00:00,,-15.8
1993-12-07 00:00:00,,-15.75
1994-06-07 00:00:00,,-15.84
1994-12-07 00:00:00,,-15.83
1995-01-25 00:00:00,,-15.85
1995-06-20 00:00:00,,-16.03
1995-11-30 00:00:00,,-15.91
1996-06-25 00:00:00,,-16.03
1996-11-28 00:00:00,,-16.01
1997-05-15 00:00:00,,-16.08
1997-11-19 00:00:00,,-16.17
1998-06-03 00:00:00,,-16.22
1998-12-16 00:00:00,,-16.24
1999-08-12 00:00:00,,-16.32
2000-08-31 00:00:00,,-16.35
2001-02-22 00:00:00,,-16.39
2003-05-16 00:00:00,,-16.51
2004-01-22 00:00:00,,-16.55
2005-03-10 00:00:00,,-16.55
2005-04-01 00:00:00,,-16.59
2005-05-09 15:30:00,,-16.64
2005-07-01 00:00:00,,-16.63
2005-11-01 00:00:00,,-16.54
2005-12-01 00:00:00,,-16.52
2006-01-01 00:00:00,,-16.57
2006-02-06 00:00:00,,-16.51
2006-02-28 00:00:00,,-16.62
2006-04-02 00:00:00,,-16.62
2007-03-14 15:40:00,,-16.77
2008-08-22 09:04:00,,-17.01
2009-05-14 11:35:00,,-16.9
2009-10-29 13:35:00,,-17.01
2010-06-10 15:23:00,,-17.13
2010-12-03 09:19:00,,-17.07
2011-07-28 12:11:00,,-17.17
2012-06-21 08:59:00,,-17.17
2013-03-14 17:12:00,,-17.19
2014-09-11 16:10:00,,-17.25
2019-11-27 13:37:00,,-17.51
2022-08-16 13:10:00,,-17.78
2023-06-20 12:20:00,,-17.83
2023-10-24 12:32:00,,-17.82
2024-08-28 15:03:00,,-17.9
2024-12-05 14:15:00,,-17.91
