#Data Set Export - Water Elevation (AHD).Field Visits@RN013931,,
Latest telemetry data is sourced directly from logging devices and is unverified. No guarantee is made as to the accuracy or reliability of the data until it is approved. Use with caution.,,
Timestamp (UTC+09:30),Event Timestamp (UTC+09:30),Value (m)
1984-08-02 00:00:00,,548.11
1984-10-18 00:00:00,,548.0500000000001
1984-11-05 00:00:00,,548.07
1985-01-17 00:00:00,,548.08
1985-02-26 00:00:00,,548.08
1985-04-18 00:00:00,,548.01
1985-07-30 00:00:00,,548
1985-09-18 00:00:00,,548.0500000000001
1985-10-23 00:00:00,,548.02
1985-12-11 00:00:00,,548.0400000000001
1986-01-29 00:00:00,,548.01
1986-05-20 00:00:00,,547.97
1986-07-02 00:00:00,,548
1986-08-20 00:00:00,,547.94
1986-09-24 00:00:00,,547.99
1986-10-29 00:00:00,,547.97
1986-12-17 00:00:00,,547.98
1987-02-04 00:00:00,,547.99
1987-03-25 00:00:00,,547.9200000000001
1987-04-30 00:00:00,,547.87
1987-07-09 00:00:00,,547.86
1987-08-20 00:00:00,,547.86
1987-09-25 00:00:00,,547.85
1988-05-18 00:00:00,,547.87
1988-11-23 00:00:00,,547.84
1989-05-23 00:00:00,,547.74
1989-11-14 00:00:00,,547.8100000000001
1990-06-06 00:00:00,,547.61
1990-11-27 00:00:00,,547.65
1991-03-13 00:00:00,,547.5400000000001
1991-06-05 00:00:00,,547.5500000000001
1991-11-27 00:00:00,,547.5
1992-06-03 00:00:00,,547.4300000000001
1992-12-08 00:00:00,,547.44
1993-06-23 00:00:00,,547.3000000000001
1993-12-07 00:00:00,,547.35
1994-06-07 00:00:00,,547.26
1994-12-07 00:00:00,,547.27
1995-01-25 00:00:00,,547.25
1995-06-20 00:00:00,,547.07
1995-11-30 00:00:00,,547.19
1996-06-25 00:00:00,,547.07
1996-11-28 00:00:00,,547.09
1997-05-15 00:00:00,,547.02
1997-11-19 00:00:00,,546.9300000000001
1998-06-03 00:00:00,,546.88
1998-12-16 00:00:00,,546.86
1999-08-12 00:00:00,,546.78
2000-08-31 00:00:00,,546.75
2001-02-22 00:00:00,,546.71
2003-05-16 00:00:00,,546.59
2004-01-22 00:00:00,,546.5500000000001
2005-03-10 00:00:00,,546.5500000000001
2005-04-01 00:00:00,,546.51
2005-05-09 15:30:00,,546.46
2005-07-01 00:00:00,,546.47
2005-11-01 00:00:00,,546.5600000000001
2005-12-01 00:00:00,,546.58
2006-01-01 00:00:00,,546.53
2006-02-06 00:00:00,,546.59
2006-02-28 00:00:00,,546.48
2006-04-02 00:00:00,,546.48
2007-03-14 15:40:00,,546.33
2008-08-22 09:04:00,,546.09
2009-05-14 11:35:00,,546.2
2009-10-29 13:35:00,,546.09
2010-06-10 15:23:00,,545.97
2010-12-03 09:19:00,,546.03
2011-07-28 12:11:00,,545.9300000000001
2012-06-21 08:59:00,,545.9300000000001
2013-03-14 17:12:00,,545.91
2014-09-11 16:10:00,,545.85
2019-11-27 13:37:00,,545.59
2022-08-16 13:10:00,,545.32
2023-06-20 12:20:00,,545.27
2023-10-24 12:32:00,,545.28
2024-08-28 15:03:00,,545.2
2024-12-05 14:15:00,,545.19
