#Data Set Export - Water Elevation (AHD).Field Visits@RN012594,,
Latest telemetry data is sourced directly from logging devices and is unverified. No guarantee is made as to the accuracy or reliability of the data until it is approved. Use with caution.,,
Timestamp (UTC+09:30),Event Timestamp (UTC+09:30),Value (m)
1981-02-16 00:00:00,,511.68
1981-05-05 00:00:00,,511.64000000000004
1981-10-20 00:00:00,,511.61
1983-05-23 00:00:00,,511.74
1986-08-19 00:00:00,,511.55
1987-12-10 00:00:00,,511.36
1988-05-19 00:00:00,,511.39000000000004
1989-05-24 00:00:00,,511.34000000000003
1989-11-16 00:00:00,,511.28000000000003
1990-06-07 00:00:00,,511.31000000000006
1990-11-29 00:00:00,,511.26000000000005
1991-03-14 00:00:00,,512.02
1991-06-06 00:00:00,,512.22
1991-11-28 00:00:00,,512.07
1992-06-04 00:00:00,,511.88000000000005
1992-12-10 00:00:00,,511.80999999999995
1993-06-22 00:00:00,,511.65
1993-12-08 00:00:00,,511.53999999999996
1994-06-09 00:00:00,,511.46
1994-12-06 00:00:00,,511.45
1995-06-21 00:00:00,,511.38
1995-11-28 00:00:00,,511.36999999999995
1996-06-26 00:00:00,,511.34999999999997
1996-11-26 00:00:00,,511.28999999999996
1997-05-13 00:00:00,,511.36999999999995
1997-11-18 00:00:00,,511.28
1998-06-02 00:00:00,,511.28999999999996
1998-12-15 00:00:00,,511.2
1999-08-10 00:00:00,,511.18999999999994
2000-02-08 00:00:00,,511.16999999999996
2000-08-30 00:00:00,,511.84
2001-02-20 00:00:00,,512.26
2003-05-14 00:00:00,,511.67999999999995
2004-01-20 00:00:00,,511.54999999999995
2005-04-28 11:35:00,,511.40999999999997
2006-11-22 11:35:00,,511.71
2006-12-21 07:35:00,,511.7
2007-03-01 06:50:00,,511.73999999999995
2007-03-22 09:40:00,,511.71999999999997
2008-08-20 16:35:00,,511.60999999999996
2009-05-12 13:10:00,,512.0899999999999
2009-10-30 08:58:00,,511.09
2010-06-09 11:28:00,,511.84999999999997
2010-12-01 12:04:00,,511.82
2012-06-20 11:56:00,,511.48999999999995
2013-03-13 16:09:00,,511.34
2015-02-18 10:12:00,,511.51
2016-05-17 15:59:00,,511.4
2019-11-26 10:23:00,,511.32
2022-08-17 10:35:00,,511.36999999999995
2023-06-21 10:50:00,,511.51
2023-10-25 14:22:00,,511.43999999999994
2024-08-27 11:48:00,,511.38
2024-12-12 14:30:00,,511.32
