#Data Set Export - Water Elevation (AHD).Field Visits@RN016680,,
Latest telemetry data is sourced directly from logging devices and is unverified. No guarantee is made as to the accuracy or reliability of the data until it is approved. Use with caution.,,
Timestamp (UTC+09:30),Event Timestamp (UTC+09:30),Value (m)
1996-09-27 00:00:00,,546.11
1996-10-24 00:00:00,,546.0400000000001
1996-11-27 00:00:00,,546.07
1996-12-20 00:00:00,,546.02
1997-02-07 00:00:00,,546.0300000000001
1997-03-11 00:00:00,,545.98
1997-04-18 00:00:00,,545.94
1997-05-15 00:00:00,,546
1997-06-13 00:00:00,,545.99
1997-10-07 00:00:00,,545.98
1997-11-17 00:00:00,,545.98
1998-03-03 00:00:00,,545.9300000000001
1998-06-10 00:00:00,,545.88
1998-09-15 00:00:00,,545.86
1998-12-14 00:00:00,,545.86
1999-03-03 00:00:00,,545.85
1999-08-13 00:00:00,,545.74
1999-11-09 00:00:00,,545.87
2000-09-02 00:00:00,,545.72
2000-11-23 00:00:00,,545.75
2001-02-22 00:00:00,,545.7
2002-01-24 00:00:00,,545.5600000000001
2003-05-15 00:00:00,,545.62
2004-01-20 00:00:00,,545.58
2004-10-14 13:00:00,,545.5350000000001
2005-04-27 11:10:00,,545.4200000000001
2008-08-21 09:47:00,,545.19
2009-05-13 12:15:00,,545.13
2009-10-29 11:44:00,,545.13
2010-06-09 15:33:00,,545.07
2010-12-02 10:06:00,,545.12
2012-06-20 15:30:00,,545.02
2013-03-14 08:57:00,,544.96
2014-09-11 08:50:00,,544.9
2019-11-27 11:43:00,,544.99
2022-08-16 16:38:00,,544.88
2023-06-20 14:42:00,,544.83
2023-10-24 15:00:00,,544.83
2024-08-28 09:36:00,,544.72
2024-12-05 12:35:00,,544.74
