#Data Set Export - Water Elevation (AHD).Field Visits@RN005628,,
Latest telemetry data is sourced directly from logging devices and is unverified. No guarantee is made as to the accuracy or reliability of the data until it is approved. Use with caution.,,
Timestamp (UTC+09:30),Event Timestamp (UTC+09:30),Value (m)
1967-02-21 00:00:00,,550.32
1967-03-14 00:00:00,,550.3
1967-04-04 00:00:00,,550.31
1967-04-19 00:00:00,,550.26
1967-05-03 00:00:00,,550.27
1967-05-19 00:00:00,,550.3
1967-06-07 00:00:00,,550.28
1967-06-21 00:00:00,,550.28
1967-07-05 00:00:00,,550.27
1967-08-02 00:00:00,,550.27
1967-10-24 00:00:00,,550.32
1968-06-13 00:00:00,,550.35
1968-09-17 00:00:00,,550.37
1968-10-27 00:00:00,,550.38
1969-02-19 00:00:00,,550.38
1969-05-09 00:00:00,,550.37
1969-08-21 00:00:00,,550.37
1969-11-25 00:00:00,,550.4
1970-05-28 00:00:00,,550.36
1970-07-14 00:00:00,,550.35
1970-09-23 00:00:00,,550.41
1970-11-18 00:00:00,,550.38
1975-10-22 00:00:00,,551.69
1975-11-28 00:00:00,,551.69
1976-03-09 00:00:00,,551.63
1976-05-01 00:00:00,,551.59
1976-06-22 00:00:00,,551.88
1976-09-07 00:00:00,,551.95
1977-03-14 00:00:00,,552.06
1977-08-11 00:00:00,,552.18
1977-11-03 00:00:00,,552.19
1978-04-18 00:00:00,,552.15
1980-10-22 00:00:00,,552.05
1981-02-17 00:00:00,,552.02
1981-05-06 00:00:00,,551.96
1981-10-19 00:00:00,,551.97
1982-06-24 00:00:00,,551.92
1982-09-23 00:00:00,,551.72
1982-12-16 00:00:00,,551.99
1983-04-21 00:00:00,,551.93
1983-06-02 00:00:00,,551.88
1983-07-14 00:00:00,,551.93
1983-08-25 00:00:00,,552
1983-10-06 00:00:00,,552.04
1983-11-17 00:00:00,,552.01
1983-12-20 00:00:00,,552.01
1984-02-16 00:00:00,,552.02
1984-03-30 00:00:00,,551.96
1984-05-18 00:00:00,,552.03
1984-07-04 00:00:00,,551.99
1984-09-06 00:00:00,,552.03
1984-10-19 00:00:00,,552
1984-12-04 00:00:00,,552.03
1985-01-18 00:00:00,,552.04
1985-02-28 00:00:00,,552.04
1985-04-19 00:00:00,,551.97
1985-07-31 00:00:00,,551.95
1985-09-20 00:00:00,,551.95
1985-10-22 00:00:00,,551.92
1986-01-30 00:00:00,,551.81
1986-05-23 00:00:00,,551.88
1986-07-02 00:00:00,,551.91
1986-08-22 00:00:00,,551.9
1986-09-26 00:00:00,,551.88
1986-10-30 00:00:00,,551.81
1986-12-18 00:00:00,,551.84
1987-02-06 00:00:00,,551.87
1987-03-27 00:00:00,,551.82
1987-04-29 00:00:00,,551.79
1987-07-08 00:00:00,,551.81
1987-12-09 00:00:00,,551.84
1988-05-17 00:00:00,,551.81
1988-11-21 00:00:00,,551.72
1989-05-22 00:00:00,,551.69
1989-11-14 00:00:00,,551.73
1990-06-05 00:00:00,,551.57
1990-11-26 00:00:00,,551.61
1991-03-12 00:00:00,,551.56
1991-06-04 00:00:00,,551.56
1991-11-26 00:00:00,,551.56
1992-06-02 00:00:00,,551.48
1992-12-07 00:00:00,,551.51
1993-06-21 00:00:00,,551.4
1993-12-06 00:00:00,,551.43
1994-06-06 00:00:00,,551.39
1994-12-08 00:00:00,,551.36
1995-01-23 00:00:00,,551.34
1995-06-19 00:00:00,,551.21
1995-11-29 00:00:00,,551.31
1996-06-24 00:00:00,,551.24
1996-11-27 00:00:00,,551.24
1997-05-14 00:00:00,,551.2
1997-11-17 00:00:00,,551.2
1998-06-01 00:00:00,,551.12
1998-12-14 00:00:00,,551.12
1999-08-11 00:00:00,,551.05
2000-08-31 00:00:00,,551.1
2001-02-22 00:00:00,,551.1
2003-05-13 00:00:00,,551.17
2004-01-19 00:00:00,,551.12
2005-05-17 07:45:00,,551.08
2008-08-18 13:04:00,,550.96
2009-05-11 15:25:00,,551.17
2009-10-26 12:10:00,,550.99
2010-06-07 13:47:00,,550.92
2010-11-29 13:26:00,,550.96
2011-07-25 14:57:00,,550.93
2012-06-18 16:03:00,,550.86
2013-03-11 15:07:00,,550.89
2019-11-25 14:12:00,,551.18
2022-08-17 16:15:00,,551.21
2023-06-22 14:05:00,,551.23
2023-10-26 09:15:00,,551.17
2024-08-29 14:25:00,,551.22
2024-12-06 10:20:00,,551.23
