#Data Set Export - Depth Below Ground.Field Visits@RN005723,,
Latest telemetry data is sourced directly from logging devices and is unverified. No guarantee is made as to the accuracy or reliability of the data until it is approved. Use with caution.,,
Timestamp (UTC+09:30),Event Timestamp (UTC+09:30),Value (m)
1967-02-21 00:00:00,,-14.58
1967-03-14 00:00:00,,-14.33
1967-04-04 00:00:00,,-14.35
1967-04-19 00:00:00,,-14.36
1967-05-03 00:00:00,,-14.34
1967-05-19 00:00:00,,-14.33
1967-06-07 00:00:00,,-14.34
1967-06-21 00:00:00,,-14.34
1967-07-05 00:00:00,,-14.35
1967-08-02 00:00:00,,-14.33
1967-10-24 00:00:00,,-14.29
1968-06-13 00:00:00,,-14.2
1968-09-17 00:00:00,,-14.15
1968-11-27 00:00:00,,-14.1
1969-02-19 00:00:00,,-14.05
1969-05-09 00:00:00,,-14.06
1969-08-21 00:00:00,,-14.78
1969-11-25 00:00:00,,-14.77
1970-05-28 00:00:00,,-14.79
1970-07-14 00:00:00,,-14.81
1970-09-23 00:00:00,,-14.78
1970-11-18 00:00:00,,-14.81
1971-10-07 00:00:00,,-14.87
1973-05-25 00:00:00,,-14.8
1973-10-11 00:00:00,,-14.81
1975-08-20 00:00:00,,-13.7
1975-10-22 00:00:00,,-13.07
1975-11-28 00:00:00,,-13.06
1976-03-09 00:00:00,,-13
1976-05-01 00:00:00,,-13.02
1976-07-25 00:00:00,,-13.01
1976-09-07 00:00:00,,-13.02
1976-10-28 00:00:00,,-13.03
1977-03-14 00:00:00,,-12.66
1977-06-21 00:00:00,,-12.57
1977-08-11 00:00:00,,-12.52
1977-09-20 00:00:00,,-12.62
1977-11-03 00:00:00,,-12.52
1977-12-06 00:00:00,,-12.57
1978-01-17 00:00:00,,-12.54
1978-02-28 00:00:00,,-12.59
1978-04-18 00:00:00,,-12.63
1978-07-06 00:00:00,,-12.65
1978-08-18 00:00:00,,-12.61
1978-11-09 00:00:00,,-12.62
1979-01-31 00:00:00,,-12.71
1979-03-14 00:00:00,,-12.76
1979-05-01 00:00:00,,-12.83
1979-06-13 00:00:00,,-12.8
1979-07-27 00:00:00,,-12.85
1979-09-14 00:00:00,,-12.83
1979-11-01 00:00:00,,-13.03
1980-01-04 00:00:00,,-12.82
1980-02-12 00:00:00,,-12.87
1980-04-10 00:00:00,,-12.94
1980-05-12 00:00:00,,-12.98
1980-06-04 00:00:00,,-12.97
1980-06-19 00:00:00,,-12.99
1980-08-05 00:00:00,,-13.01
1980-09-09 00:00:00,,-12.98
1980-10-22 00:00:00,,-13.03
1980-12-01 00:00:00,,-12.97
1981-01-12 00:00:00,,-13.09
1981-02-17 00:00:00,,-13.04
1981-05-06 00:00:00,,-13.14
1981-08-10 00:00:00,,-13.11
1981-10-19 00:00:00,,-13.12
1982-02-25 00:00:00,,-13.23
1982-04-06 00:00:00,,-13.25
1982-05-20 00:00:00,,-13.37
1982-06-24 00:00:00,,-13.29
1982-08-12 00:00:00,,-13.25
1982-09-23 00:00:00,,-13.27
1982-11-04 00:00:00,,-13.27
1982-12-16 00:00:00,,-13.27
1983-01-27 00:00:00,,-13.37
1983-04-21 00:00:00,,-13.35
1983-06-02 00:00:00,,-13.39
1983-07-14 00:00:00,,-13.35
1983-08-25 00:00:00,,-13.31
1983-10-06 00:00:00,,-13.29
1983-11-17 00:00:00,,-13.28
1983-12-12 00:00:00,,-13.83
1983-12-20 00:00:00,,-13.81
1983-12-28 00:00:00,,-13.83
1984-01-04 00:00:00,,-13.85
1984-01-11 00:00:00,,-13.78
1984-01-18 00:00:00,,-13.84
1984-01-25 00:00:00,,-13.76
1984-02-01 00:00:00,,-13.83
1984-02-08 00:00:00,,-13.82
1984-02-15 00:00:00,,-13.8
1984-02-16 00:00:00,,-13.78
1984-02-22 00:00:00,,-13.83
1984-02-29 00:00:00,,-13.83
1984-03-07 00:00:00,,-13.82
1984-03-14 00:00:00,,-13.83
1984-03-21 00:00:00,,-13.8
1984-03-25 00:00:00,,-13.85
1984-03-28 00:00:00,,-13.85
1984-04-04 00:00:00,,-13.82
1984-04-11 00:00:00,,-13.8
1984-04-18 00:00:00,,-13.81
1984-04-25 00:00:00,,-13.85
1984-05-02 00:00:00,,-13.81
1984-05-09 00:00:00,,-13.81
1984-05-16 00:00:00,,-13.8
1984-05-23 00:00:00,,-13.82
1984-05-30 00:00:00,,-13.82
1984-06-06 00:00:00,,-13.81
1984-06-13 00:00:00,,-13.82
1984-06-20 00:00:00,,-13.81
1984-06-27 00:00:00,,-13.8
1984-07-04 00:00:00,,-13.8
1984-07-11 00:00:00,,-13.79
1984-07-18 00:00:00,,-13.79
1984-07-25 00:00:00,,-13.81
1984-08-01 00:00:00,,-13.81
1984-08-08 00:00:00,,-13.75
1984-08-15 00:00:00,,-13.78
1984-08-18 00:00:00,,-13.81
1984-08-22 00:00:00,,-13.78
1984-08-29 00:00:00,,-13.8
1984-09-05 00:00:00,,-13.8
1984-09-06 00:00:00,,-13.76
1984-09-12 00:00:00,,-13.76
1984-09-19 00:00:00,,-13.78
1984-09-26 00:00:00,,-13.77
1984-10-03 00:00:00,,-13.76
1984-10-10 00:00:00,,-13.79
1984-10-17 00:00:00,,-13.76
1984-10-24 00:00:00,,-13.75
1984-10-31 00:00:00,,-13.8
1984-11-07 00:00:00,,-13.75
1984-11-14 00:00:00,,-13.78
1984-11-21 00:00:00,,-13.76
1984-11-28 00:00:00,,-13.77
1984-12-05 00:00:00,,-13.78
1984-12-12 00:00:00,,-13.75
1984-12-19 00:00:00,,-13.76
1984-12-26 00:00:00,,-13.75
1985-01-02 00:00:00,,-13.78
1985-01-09 00:00:00,,-13.8
1985-01-16 00:00:00,,-13.79
1985-01-23 00:00:00,,-13.8
1985-01-30 00:00:00,,-13.8
1985-02-06 00:00:00,,-13.8
1985-02-13 00:00:00,,-13.8
1985-02-20 00:00:00,,-13.81
1985-02-27 00:00:00,,-13.81
1985-03-06 00:00:00,,-13.81
1985-03-13 00:00:00,,-13.83
1985-03-20 00:00:00,,-13.88
1985-03-27 00:00:00,,-13.87
1985-04-03 00:00:00,,-13.89
1985-04-10 00:00:00,,-13.89
1985-04-17 00:00:00,,-13.89
1985-04-24 00:00:00,,-13.91
1985-05-01 00:00:00,,-13.9
1985-05-08 00:00:00,,-13.89
1985-05-15 00:00:00,,-13.9
1985-05-22 00:00:00,,-13.9
1985-05-29 00:00:00,,-13.86
1985-06-05 00:00:00,,-13.94
1985-06-12 00:00:00,,-13.91
1985-06-19 00:00:00,,-13.89
1985-06-26 00:00:00,,-13.92
1985-07-03 00:00:00,,-13.9
1985-07-10 00:00:00,,-13.9
1985-07-17 00:00:00,,-13.93
1985-07-24 00:00:00,,-13.91
1985-07-31 00:00:00,,-13.91
1985-08-07 00:00:00,,-13.87
1985-08-14 00:00:00,,-13.86
1985-08-21 00:00:00,,-13.84
1985-08-28 00:00:00,,-13.85
1985-09-04 00:00:00,,-13.92
1985-09-11 00:00:00,,-13.9
1985-09-18 00:00:00,,-13.82
1985-09-25 00:00:00,,-13.87
1985-10-02 00:00:00,,-13.9
1985-10-09 00:00:00,,-13.91
1985-10-16 00:00:00,,-13.85
1985-10-23 00:00:00,,-13.91
1985-10-30 00:00:00,,-13.91
1985-11-06 00:00:00,,-13.9
1985-11-13 00:00:00,,-13.9
1985-11-20 00:00:00,,-13.94
1985-11-27 00:00:00,,-13.92
1985-12-04 00:00:00,,-13.91
1985-12-11 00:00:00,,-13.93
1985-12-18 00:00:00,,-13.94
1985-12-25 00:00:00,,-13.95
1986-01-01 00:00:00,,-13.94
1986-01-08 00:00:00,,-13.95
1986-01-15 00:00:00,,-13.94
1986-01-22 00:00:00,,-13.94
1986-01-29 00:00:00,,-13.97
1986-02-05 00:00:00,,-13.99
1986-02-12 00:00:00,,-13.97
1986-02-19 00:00:00,,-14.01
1986-02-26 00:00:00,,-13.99
1986-03-05 00:00:00,,-14.02
1986-03-12 00:00:00,,-14.04
1986-03-19 00:00:00,,-14
1986-03-26 00:00:00,,-14.02
1986-04-02 00:00:00,,-14.05
1986-04-09 00:00:00,,-14.04
1986-04-16 00:00:00,,-14.07
1986-04-23 00:00:00,,-14.05
1986-04-30 00:00:00,,-14.07
1986-05-07 00:00:00,,-14.03
1986-05-14 00:00:00,,-14.05
1986-05-21 00:00:00,,-14.04
1986-05-28 00:00:00,,-14.09
1986-06-04 00:00:00,,-14.09
1986-06-11 00:00:00,,-14.03
1986-06-18 00:00:00,,-14.02
1986-06-25 00:00:00,,-14.07
1986-06-30 00:00:00,,-14
1986-07-02 00:00:00,,-14.02
1986-07-09 00:00:00,,-14.07
1986-07-16 00:00:00,,-14.02
1986-07-23 00:00:00,,-13.99
1986-07-30 00:00:00,,-14.07
1986-08-06 00:00:00,,-14.04
1986-08-13 00:00:00,,-13.95
1986-08-20 00:00:00,,-14.05
1986-08-27 00:00:00,,-14.05
1986-09-03 00:00:00,,-14.07
1986-09-10 00:00:00,,-14.02
1986-09-17 00:00:00,,-14.03
1986-09-24 00:00:00,,-14.02
1986-10-01 00:00:00,,-14.01
1986-10-08 00:00:00,,-13.98
1986-10-15 00:00:00,,-14.05
1986-10-22 00:00:00,,-13.99
1986-10-29 00:00:00,,-14.05
1986-11-05 00:00:00,,-14.03
1986-11-12 00:00:00,,-14.04
1986-11-19 00:00:00,,-14.11
1986-11-26 00:00:00,,-14.06
1986-12-03 00:00:00,,-14.08
1986-12-10 00:00:00,,-14.08
1986-12-17 00:00:00,,-14.09
1986-12-24 00:00:00,,-14.11
1986-12-31 00:00:00,,-14.12
1987-01-07 00:00:00,,-14.08
1987-01-14 00:00:00,,-14.11
1987-01-21 00:00:00,,-14.06
1987-01-28 00:00:00,,-14.13
1987-02-04 00:00:00,,-14.1
1987-02-11 00:00:00,,-14.1
1987-02-18 00:00:00,,-14.1
1987-02-25 00:00:00,,-14.12
1987-03-04 00:00:00,,-14.15
1987-03-11 00:00:00,,-14.16
1987-03-18 00:00:00,,-14.1
1987-03-25 00:00:00,,-14.14
1987-04-01 00:00:00,,-14.17
1987-04-08 00:00:00,,-14.13
1987-04-15 00:00:00,,-14.17
1987-04-22 00:00:00,,-14.18
1987-04-29 00:00:00,,-14.17
1987-05-06 00:00:00,,-14.18
1987-05-13 00:00:00,,-14.13
1987-05-20 00:00:00,,-14.17
1987-05-27 00:00:00,,-14.17
1987-06-03 00:00:00,,-14.15
1987-06-10 00:00:00,,-14.14
1987-06-17 00:00:00,,-14.15
