#Data Set Export - Depth Below Ground.Field Visits@RN016704,,
Latest telemetry data is sourced directly from logging devices and is unverified. No guarantee is made as to the accuracy or reliability of the data until it is approved. Use with caution.,,
Timestamp (UTC+09:30),Event Timestamp (UTC+09:30),Value (m)
1997-11-17 00:00:00,,-27.59
1998-06-01 00:00:00,,-26.62
1998-09-15 00:00:00,,-26.52
1998-12-14 00:00:00,,-26.95
1999-08-17 00:00:00,,-26.43
1999-11-09 00:00:00,,-27.84
2000-02-09 00:00:00,,-27.6
2000-09-02 00:00:00,,-26.71
2000-11-24 00:00:00,,-27.46
2001-02-21 00:00:00,,-27.17
2003-05-21 00:00:00,,-27.93
2004-01-19 00:00:00,,-30.49
2004-06-08 11:10:00,,-28.62
2004-10-06 13:30:00,,-29.03
2004-12-02 00:00:00,,-30.86
2005-03-10 00:00:00,,-30.61
2005-04-01 00:00:00,,-30.53
2005-05-18 10:15:00,,-30.23
2005-07-02 00:00:00,,-29.22
2005-11-01 00:00:00,,-31.16
2005-12-01 00:00:00,,-31.34
2006-01-01 00:00:00,,-31.21
2006-02-02 00:00:00,,-35.06
2006-02-28 00:00:00,,-34.3
2006-04-02 00:00:00,,-30.49
2006-06-01 00:00:00,,-29.41
2006-08-29 11:45:00,,-29.5
2006-11-23 11:00:00,,-31.25
2008-08-19 16:26:00,,-29.52
2009-05-13 11:15:00,,-30.2
2009-10-29 15:38:00,,-31.45
2010-06-08 09:07:00,,-29.16
2010-11-30 08:45:00,,-30.85
2011-07-27 08:42:00,,-28.73
2012-06-19 16:13:00,,-28.84
2019-11-26 14:55:00,,-32.38
2022-08-18 11:44:00,,-31.7
2023-06-21 13:54:00,,-31.21
2023-10-25 10:21:00,,-33.05
2024-08-27 16:57:00,,-31.56
2024-12-11 12:44:00,,-32.12
